gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
6341-8107,LDL,LGD Gaming Young Team,JingNetGame,Renekton,Graves,Cassiopeia,Varus,Thresh,Ornn,LeeSin,Orianna,Aphelios,Sett,1
6651-8696,LPL,eStar,Top Esports,Camille,Karthus,Sett,Caitlyn,Lux,Ornn,LeeSin,Ryze,Ashe,Karma,1
6681-8825,LPL,LGD Gaming,Team WE,Ornn,Kindred,Orianna,Ashe,Lux,Renekton,Graves,Azir,Ezreal,Braum,1
6306-7982,LDL,Suning-S,Royal Club,Aatrox,Olaf,Leblanc,Ezreal,Karma,Renekton,Gragas,Jayce,Aphelios,Thresh,0
ESPORTSTMNT06/1170154,TCL,5 Ronin,Beşiktaş Esports,Sett,Elise,Cassiopeia,Ezreal,Bard,Mordekaiser,JarvanIV,Kassadin,Chogath,Senna,1
6295-7939,LDL,Dominus Esports Young,V5 87,Ornn,Ekko,Nocturne,Kalista,Nautilus,Sett,Kindred,Lissandra,Ezreal,Bard,0
ESPORTSTMNT06/1160824,LCL,Vega Squadron,RoX,Sett,Ekko,Syndra,Senna,TahmKench,Vladimir,Gragas,Pantheon,Ezreal,Karma,0
ESPORTSTMNT02/1401482,LCS.A,Dignitas Academy,Immortals Academy,MonkeyKing,Volibear,Karthus,Jhin,Karma,Kennen,Sett,Azir,Ashe,Bard,1
ESPORTSTMNT03/1340564,PCS,Berjaya Dragons,Alpha Esports,Rumble,JarvanIV,Aatrox,Kaisa,Sett,Renekton,Kindred,Sylas,Varus,Nautilus,0
ESPORTSTMNT04/1230190,TCL,1907 Fenerbahçe Esports,Team AURORA,MonkeyKing,Gragas,Orianna,Kalista,Nautilus,Mordekaiser,RekSai,Karma,Ezreal,Yuumi,1
5666-7273,LPL,Bilibili Gaming,Royal Never Give Up,Aatrox,Gragas,Lucian,Varus,Braum,Renekton,RekSai,Rumble,MissFortune,Rakan,0
5979-7368,LPL,JD Gaming,Bilibili Gaming,Mordekaiser,JarvanIV,Leblanc,Varus,Thresh,Gangplank,Maokai,Zoe,MissFortune,Nautilus,1
ESPORTSTMNT01/1405646,LCK,SeolHaeOne Prince,DAMWON Gaming,Ornn,Elise,Zed,Aphelios,Thresh,MonkeyKing,Trundle,Zoe,Ziggs,Pantheon,0
ESPORTSTMNT03/1392715,MSC,Top Esports,FunPlus Phoenix,Renekton,LeeSin,Orianna,Ezreal,Yuumi,Mordekaiser,Olaf,Ryze,Aphelios,Thresh,1
ESPORTSTMNT03/1343343,LCK,Seorabeol Gaming,Griffin,Sylas,Olaf,Lissandra,MissFortune,Sett,Mordekaiser,Trundle,Leblanc,Kalista,Taric,1
ESPORTSTMNT02/1287073,PCS,Talon Esports,Nova Esports,Gangplank,JarvanIV,Rumble,MissFortune,Braum,Renekton,Gragas,Azir,Jhin,Nautilus,1
ESPORTSTMNT03/1432957,VCS,Team Flash,GAM Esports,Volibear,Graves,Syndra,Senna,Nautilus,Camille,LeeSin,Galio,Jhin,Bard,0
ESPORTSTMNT02/1384466,VCS,GAM Esports,OverPower Esports,Volibear,Graves,Karma,Ezreal,Braum,MonkeyKing,Nidalee,Ryze,Lucian,Leona,0
ESPORTSTMNT02/1403222,CK,Griffin,Element Mystic,Karma,LeeSin,Camille,Senna,TahmKench,Sylas,Volibear,Zoe,Ashe,Bard,1
ESPORTSTMNT01/1404730,BRCC,Havan Liberty Gaming,RED Canids,Jayce,LeeSin,Orianna,Aphelios,Karma,Gangplank,Trundle,Leblanc,KogMaw,Nautilus,0
6001-7420,LPL,Team WE,Suning,Ornn,Olaf,Rumble,Kaisa,Sett,Aatrox,Sejuani,Corki,MissFortune,Nautilus,1
ESPORTSTMNT02/1386382,LJL,Burning Core,Sengoku Gaming,MonkeyKing,XinZhao,Lulu,Aphelios,Sett,Aatrox,LeeSin,Azir,Ashe,Bard,0
ESPORTSTMNT01/1325077,LCK,Hanwha Life Esports,DRX,Gangplank,Sejuani,Varus,Senna,TahmKench,Renekton,LeeSin,Nautilus,Kaisa,Pyke,1
ESPORTSTMNT03/1341239,BRCC,RED Canids,Team oNe eSports,Ornn,Gragas,Irelia,Aphelios,Alistar,Renekton,LeeSin,Corki,Syndra,Leona,0
5958-7320,LPL,Team WE,Victory Five,Renekton,LeeSin,Leblanc,Kalista,Thresh,Poppy,Elise,Zoe,Varus,Braum,1
5999-7416,LPL,Bilibili Gaming,FunPlus Phoenix,Aatrox,Ekko,Qiyana,Varus,Thresh,Sett,Elise,Pantheon,MissFortune,Nautilus,0
ESPORTSTMNT01/1306112,LCK,Gen.G,DAMWON Gaming,Sett,Sejuani,Pantheon,Kaisa,Braum,Gnar,Taliyah,Renekton,Aphelios,Rakan,1
ESPORTSTMNT06/1310728,LEC,G2 Esports,Fnatic,Jayce,Sett,Orianna,Senna,Leona,Shen,Lillia,Akali,Jhin,Nautilus,1
ESPORTSTMNT02/1414873,LCK,SANDBOX Gaming,Gen.G,Gangplank,Trundle,Zoe,Caitlyn,Morgana,Renekton,Olaf,Azir,Jhin,Pantheon,0
6276-7871,LDL,FunPlus Phoenix Blaze,Royal Club,Renekton,LeeSin,Rumble,Kaisa,Nautilus,MonkeyKing,JarvanIV,Sylas,Ashe,Braum,1
ESPORTSTMNT06/1170291,TCL,Royal Youth,Papara SuperMassive,Aatrox,Karthus,Tristana,Cassiopeia,Bard,Fiora,Sejuani,Velkoz,Senna,TahmKench,0
6001-7421,LPL,Suning,Team WE,Renekton,Sejuani,Corki,MissFortune,Braum,Ornn,JarvanIV,AurelionSol,Varus,Leona,1
ESPORTSTMNT01/1323305,OPL,Avant Gaming,Legacy Esports,Aatrox,JarvanIV,Rumble,Varus,Thresh,Gangplank,Nidalee,Ornn,Senna,TahmKench,0
6165-7757,LDL,Gama Dream,Team WE Academy,Mordekaiser,LeeSin,Zoe,Aphelios,Nautilus,Aatrox,Trundle,Syndra,MissFortune,Taric,1
ESPORTSTMNT03/1342188,VCS,GAM Esports,Team Flash,Sett,Kindred,Azir,Kalista,Taric,Aatrox,Skarner,Galio,Aphelios,Braum,0
ESPORTSTMNT06/1170847,LCS,Cloud9,Golden Guardians,Sett,Pantheon,Taliyah,Syndra,Pyke,Aatrox,Sejuani,Zoe,Aphelios,Nautilus,1
ESPORTSTMNT01/1380333,BRCC,unknown team,unknown team,Maokai,Gragas,Azir,Senna,Karma,Renekton,Trundle,Diana,Ziggs,TahmKench,0
ESPORTSTMNT01/1360833,LLA,Isurus,All Knights,Ornn,Gragas,Tristana,Kalista,Thresh,Urgot,Trundle,Zoe,Aphelios,TahmKench,0
6387-8270,LDL,Invictus Gaming Young,V5 87,Ornn,Graves,Zoe,Aphelios,Thresh,Jayce,LeeSin,Leblanc,Ashe,Nautilus,1
6711-8967,LDL,Invictus Gaming Young,Vici Gaming Potential,Renekton,Volibear,Galio,Ashe,Taric,Lucian,Nidalee,TwistedFate,Jhin,Thresh,1
ESPORTSTMNT02/1324694,CK,hyFresh Blade,Jin Air Green Wings,Jayce,JarvanIV,Ornn,Varus,Bard,Aatrox,Trundle,Akali,Ezreal,TahmKench,1
ESPORTSTMNT04/1250244,TCL,İstanbul Wildcats,Dark Passage,Ornn,MonkeyKing,Orianna,Ezreal,TahmKench,Mordekaiser,Nocturne,Syndra,Ashe,Thresh,1
6127-7744,LPL,FunPlus Phoenix,EDward Gaming,Aatrox,Trundle,TwistedFate,Aphelios,Thresh,Ornn,JarvanIV,Syndra,Kalista,Nautilus,1
ESPORTSTMNT04/1120436,TRA,Royal Youth Academy,İstanbul Wildcats Academy,Mordekaiser,Elise,Pantheon,Aphelios,Braum,Aatrox,LeeSin,Cassiopeia,Soraka,Rakan,0
6392-8281,LDL,Royal Club,LNG Academy,Mordekaiser,Kindred,Ekko,Kaisa,Sett,Renekton,Graves,Kassadin,Ashe,Leona,1
6587-8932,LDL,LinGan e-Sports,LNG Academy,Mordekaiser,Trundle,Akali,Draven,Thresh,Camille,Graves,Diana,Kalista,Blitzcrank,1
ESPORTSTMNT06/1180368,EM,Team GamerLegion,ASUS ROG ELITE,Sett,Nocturne,Cassiopeia,Varus,Thresh,Renekton,Taliyah,Leblanc,MissFortune,Blitzcrank,1
6287-7906,LDL,Bilibili Gaming Junior,Joy Dream,Renekton,Graves,Galio,Ezreal,Leona,Ornn,Elise,Lucian,Aphelios,Thresh,0
ESPORTSTMNT03/1335587,BRCC,Intergalaxy Tigers Gaming,Falkol,Sett,LeeSin,Leblanc,Senna,Karma,Vayne,Ekko,Syndra,Varus,TahmKench,0
ESPORTSTMNT03/1350872,CBLOL,KaBuM! e-Sports,Vivo Keyd,Rumble,Olaf,Ekko,Aphelios,Thresh,Maokai,Pantheon,Camille,Syndra,Blitzcrank,1
ESPORTSTMNT05/1540312,CBLOL,Flamengo Esports,Vivo Keyd,Camille,Karthus,Sett,Kalista,Blitzcrank,Volibear,Evelynn,Akali,Draven,Thresh,1
5956-7313,LPL,Suning,eStar,Renekton,Gragas,Ornn,Ezreal,Yuumi,Maokai,JarvanIV,Rumble,MissFortune,Bard,0
ESPORTSTMNT05/1430798,LCS,Cloud9,FlyQuest,Sett,Kindred,Veigar,MissFortune,Nautilus,Ornn,Pantheon,Azir,Aphelios,Blitzcrank,1
ESPORTSTMNT02/1401927,CBLOL,KaBuM! e-Sports,FURIA Esports,Gnar,Volibear,Orianna,Kaisa,Nautilus,Renekton,Elise,Galio,Xayah,Thresh,1
6593-8269,LPL,Bilibili Gaming,Invictus Gaming,Sylas,Olaf,Zoe,Ashe,Bard,Ornn,Volibear,Orianna,Aphelios,Nautilus,1
ESPORTSTMNT06/1310180,EM,Racoon,Sector One,Sett,Khazix,Orianna,Senna,Nautilus,Neeko,Trundle,Azir,Ashe,Alistar,1
ESPORTSTMNT06/1200032,EM,Team GamerLegion,BT Excel,Maokai,Trundle,Azir,Ashe,Thresh,Ornn,Graves,Akali,Varus,Morgana,0
ESPORTSTMNT02/1283675,OPL,MAMMOTH,Pentanet.GG,Ornn,Olaf,Syndra,Varus,Thresh,Aatrox,Gragas,Leblanc,Ezreal,Braum,0
ESPORTSTMNT02/1395133,LJL,Sengoku Gaming,Crest Gaming Act,Camille,LeeSin,Galio,Ezreal,Yuumi,Ornn,Graves,Corki,Aphelios,Thresh,0
ESPORTSTMNT03/1341029,CBLOL,Flamengo Esports,paiN Gaming,Rumble,JarvanIV,Zoe,Varus,Sett,Renekton,LeeSin,Azir,Draven,Thresh,0
ESPORTSTMNT06/1300416,TCL,Royal Youth,Papara SuperMassive,Renekton,RekSai,Leblanc,Ezreal,Thresh,Aatrox,Nidalee,Galio,Aphelios,Blitzcrank,0
6396-8304,LDL,Suning-S,Bilibili Gaming Junior,Renekton,Graves,Zoe,Ezreal,Karma,Gnar,Olaf,Kassadin,Ashe,Leona,1
6263-7834,LDL,Royal Club,JingNetGame,Renekton,Trundle,Zoe,Ezreal,TahmKench,Jax,Elise,Pantheon,Aphelios,Galio,1
ESPORTSTMNT05/1540054,TRA,Royal Youth Academy,1907 Fenerbahçe Academy,Camille,Trundle,Orianna,Ashe,Nautilus,Fiora,RekSai,Sett,Karthus,Leona,1
ESPORTSTMNT03/1324213,VCS,Team Flash,FTV Esports,Ornn,Shyvana,Renekton,MissFortune,Braum,Volibear,Gragas,Nautilus,Kalista,Senna,1
ESPORTSTMNT03/1404822,PCS,Machi Esports,ahq eSports Club,Ornn,Graves,Zoe,Ashe,Leona,Gangplank,LeeSin,Lissandra,Aphelios,Thresh,1
6500-8666,LDL,Victorious Gaming,LinGan e-Sports,Volibear,Karthus,Sett,Aphelios,Thresh,Renekton,Trundle,Orianna,Ashe,Braum,1
6005-7432,LPL,JD Gaming,Royal Never Give Up,Renekton,Sylas,Lucian,Varus,Braum,Ornn,JarvanIV,Syndra,MissFortune,Nautilus,0
ESPORTSTMNT03/1330903,LCS.A,TSM Academy,CLG Academy,Sett,Zac,Zoe,MissFortune,Taric,Aatrox,Sejuani,Syndra,Ezreal,Karma,1
6651-8699,LPL,eStar,Top Esports,Renekton,Nidalee,Orianna,Ashe,Sett,Gangplank,Volibear,Ekko,Varus,Nautilus,0
ESPORTSTMNT05/1540251,TRA,Dark Passage Academy,Royal Youth Academy,MonkeyKing,Volibear,Azir,Lucian,Leona,Mordekaiser,Trundle,Corki,Caitlyn,Nautilus,1
ESPORTSTMNT01/1423855,CK,OZ Gaming,Awesome Spear,Ornn,RekSai,Azir,Kalista,Alistar,Camille,LeeSin,Sylas,Ashe,Braum,0
ESPORTSTMNT04/1240378,TRA,Beşiktaş Academy,İstanbul Wildcats Academy,Mordekaiser,Khazix,Azir,Ashe,Karma,Urgot,Skarner,Nunu,Aphelios,Thresh,0
ESPORTSTMNT06/1320518,LEC,Rogue,Fnatic,Gangplank,Sett,Azir,Ezreal,Braum,Sion,Evelynn,KogMaw,Senna,Nautilus,0
6374-8222,LDL,Royal Club,optical spectrum E-sports,Renekton,Elise,Zoe,Aphelios,Nautilus,Ornn,RekSai,Sylas,Ashe,Thresh,1
ESPORTSTMNT01/1315377,VCS,EVOS Esports,Team Secret,Mordekaiser,RekSai,Neeko,Kalista,Sett,Renekton,Elise,Cassiopeia,MissFortune,Nautilus,0
6374-8226,LDL,Royal Club,optical spectrum E-sports,Mordekaiser,Trundle,Orianna,Aphelios,Nautilus,Renekton,Elise,Vladimir,Ashe,Thresh,0
ESPORTSTMNT03/1433058,LCK,Gen.G,DRX,Ornn,Graves,Zilean,Ashe,Sett,Irelia,Volibear,Azir,Senna,Leona,1
ESPORTSTMNT01/1435221,LJL,DetonatioN FocusMe,AXIZ,MonkeyKing,Graves,KogMaw,Ezreal,Sett,Malphite,Volibear,Zoe,Kaisa,Thresh,1
6289-7923,LDL,Vici Gaming Potential,Legend Esport Gaming,Ornn,Trundle,Zoe,Aphelios,Yuumi,Aatrox,LeeSin,Syndra,Xayah,Thresh,0
6570-8891,LDL,Joy Dream,Shu Dai Xiong Gaming,Mordekaiser,Volibear,Syndra,Ashe,Braum,Fiora,Karthus,Sett,Aphelios,Leona,0
ESPORTSTMNT06/1320890,TCL,5 Ronin,Papara SuperMassive,Camille,Lillia,Pantheon,Jhin,Leona,Ornn,Graves,Galio,Caitlyn,Sett,1
ESPORTSTMNT01/1305891,LCK,Hanwha Life Esports,DRX,Aatrox,Diana,Rumble,Xayah,Rakan,Mordekaiser,JarvanIV,Nautilus,Ezreal,Karma,0
ESPORTSTMNT03/1342211,VCS,GAM Esports,Team Flash,Renekton,Nidalee,Tristana,Aphelios,Braum,Ornn,Trundle,Galio,Kaisa,Sett,1
5996-7408,LPL,Suning,LNG Esports,Aatrox,Trundle,Kassadin,MissFortune,Nautilus,Kalista,JarvanIV,Rumble,Varus,Braum,1
ESPORTSTMNT02/1414255,LLA,Azules Esports,Rainbow7,Gangplank,LeeSin,Corki,Jhin,Nautilus,Ornn,Graves,Azir,Ezreal,Karma,0
ESPORTSTMNT06/1210074,EM,GamersOrigin,BT Excel,Sylas,Trundle,Orianna,Kalista,Galio,Ornn,LeeSin,Syndra,Draven,Morgana,0
ESPORTSTMNT03/1411417,LCS.A,Immortals Academy,Evil Geniuses Academy,Mordekaiser,LeeSin,Orianna,Varus,TahmKench,Gangplank,Trundle,Galio,Kalista,Taric,1
ESPORTSTMNT06/1230025,EM,LDLC OL,AGO ROGUE,Aatrox,Trundle,Sylas,MissFortune,Yuumi,Akali,JarvanIV,Cassiopeia,Ezreal,Bard,0
6470-8560,LDL,Young Miracles,Bilibili Gaming Junior,Renekton,Nidalee,Talon,Ashe,Braum,Mordekaiser,LeeSin,Sylas,Varus,Leona,1
ESPORTSTMNT02/1261207,LFL,GamersOrigin,Misfits Premier,Camille,Taliyah,Pantheon,Senna,Galio,Vladimir,LeeSin,Nautilus,MissFortune,Braum,0
ESPORTSTMNT02/1297429,CK,Asura,OZ Gaming,Mordekaiser,Trundle,Sylas,Ezreal,Braum,Sett,Sejuani,Ziggs,Kaisa,Thresh,1
ESPORTSTMNT03/1334484,VCS,Team Flash,FTV Esports,Ornn,Nidalee,Renekton,MissFortune,Thresh,Ryze,Elise,Tristana,Lucian,Braum,1
6245-8109,LPL,eStar,FunPlus Phoenix,Volibear,LeeSin,Galio,Ezreal,Nautilus,Ornn,Graves,Orianna,Kalista,Sett,0
ESPORTSTMNT05/1400849,LCL,Elements Pro Gaming,CrowCrowd,Ornn,RekSai,Anivia,Xayah,Nautilus,Sett,Warwick,Zoe,MissFortune,Braum,1
ESPORTSTMNT02/1414383,CK,hyFresh Blade,Jin Air Green Wings,Sion,Nidalee,Azir,Aphelios,Pantheon,Renekton,Trundle,Syndra,Ezreal,Bard,1
6218-7905,LPL,Suning,Invictus Gaming,Aatrox,LeeSin,Zoe,Ezreal,Sett,Jayce,Trundle,Orianna,Aphelios,Nautilus,0
ESPORTSTMNT02/1391984,LCS,Team SoloMid,FlyQuest,Volibear,LeeSin,Fiddlesticks,Syndra,Nautilus,Ornn,Trundle,Azir,Aphelios,Leona,0
6323-8041,LDL,Invictus Gaming Young,Rogue Warriors Shark,MonkeyKing,Ekko,Jayce,Ezreal,Karma,Ornn,LeeSin,Syndra,Aphelios,Sett,1
ESPORTSTMNT05/1430490,LCS,FlyQuest,Golden Guardians,Aatrox,RekSai,Leblanc,Xayah,Rakan,Ornn,JarvanIV,Corki,Kalista,Taric,1
ESPORTSTMNT01/1370345,CBLOL,Vivo Keyd,KaBuM! e-Sports,Renekton,Sejuani,Sylas,Ezreal,Yuumi,Malphite,Kindred,Azir,Aphelios,Lulu,0
ESPORTSTMNT02/1393296,LCK,SeolHaeOne Prince,Team Dynamics,MonkeyKing,Graves,TwistedFate,Ezreal,Yuumi,Aatrox,Olaf,Lissandra,Kaisa,Pantheon,1
ESPORTSTMNT06/1320588,EM,FC Schalke 04 Evolution,K1ck Neosurf,Ornn,Hecarim,Zoe,Ezreal,Yuumi,Renekton,Nidalee,Orianna,Ashe,Nautilus,0
ESPORTSTMNT05/1440492,LCS,100 Thieves,Cloud9,Aatrox,Trundle,Syndra,KogMaw,Braum,Ornn,Kindred,Zoe,Aphelios,Bard,0
ESPORTSTMNT02/1283799,VCS,FTV Esports,EVOS Esports,Sett,RekSai,Zoe,Lucian,Alistar,Vladimir,LeeSin,Syndra,Ezreal,Thresh,0
ESPORTSTMNT03/1324155,VCS,Team Secret,Saigon Buffalo,Vladimir,LeeSin,Cassiopeia,Lucian,Braum,Ornn,RekSai,Leblanc,MissFortune,Senna,0
ESPORTSTMNT02/1413960,CBLOL,INTZ,Vivo Keyd,Volibear,LeeSin,Zoe,Ezreal,Leona,Sylas,Skarner,Irelia,Ashe,Braum,1
6156-7719,LDL,LGD Gaming Young Team,EDG Youth Team,Mordekaiser,Graves,Nocturne,Aphelios,Rakan,Gangplank,Trundle,Syndra,Varus,TahmKench,1
ESPORTSTMNT03/1392275,MSC,T1,Top Esports,Sylas,Trundle,Azir,Yasuo,Gragas,MonkeyKing,LeeSin,Ekko,Ezreal,Braum,0
ESPORTSTMNT06/1270211,TRA,Beşiktaş Academy,5 Ronin Academy,Vladimir,Gragas,Sivir,Ezreal,Nautilus,Aatrox,Olaf,TwistedFate,Kaisa,Braum,0
ESPORTSTMNT03/1341527,LCK,Gen.G,KT Rolster,Ornn,RekSai,Azir,Kalista,Rakan,Mordekaiser,Sejuani,Zilean,Varus,Taric,1
ESPORTSTMNT02/1295365,LCS,Team Liquid,Dignitas,Sett,LeeSin,Zoe,MissFortune,Braum,Pantheon,JarvanIV,Viktor,Varus,TahmKench,1
6608-8385,LPL,LNG Esports,Invictus Gaming,Jayce,Nidalee,Zoe,Ashe,Leona,Kennen,Sett,Azir,Ezreal,Bard,0
6447-8485,LDL,Legend Esport Gaming,JingNetGame,Rumble,Volibear,Yasuo,Xayah,Rakan,MonkeyKing,Fiddlesticks,Irelia,Aphelios,Thresh,1
ESPORTSTMNT01/1360549,BRCC,Intergalaxy Tigers Gaming,Havan Liberty Gaming,Sett,Graves,Syndra,Aphelios,Lulu,Aatrox,Karthus,Pantheon,MissFortune,Nautilus,0
6647-8677,LPL,Bilibili Gaming,LGD Gaming,Sylas,Trundle,Syndra,Aphelios,Bard,Mordekaiser,Sett,Ekko,Ezreal,Yuumi,0
6230-7990,LPL,Dominus Esports,Oh My God,MonkeyKing,Sejuani,Syndra,Aphelios,Thresh,Mordekaiser,LeeSin,Azir,Kalista,Sett,0
6008-7438,LPL,Invictus Gaming,Suning,Ornn,LeeSin,Varus,Caitlyn,Morgana,Renekton,Ekko,Talon,Xayah,Rakan,1
ESPORTSTMNT02/1394814,CBLOL,paiN Gaming,Prodigy Esports,Renekton,Graves,TwistedFate,Aphelios,Nautilus,Lucian,Volibear,Nocturne,Heimerdinger,Thresh,1
5957-7318,LPL,Royal Never Give Up,Oh My God,Ornn,RekSai,Rumble,MissFortune,Nautilus,Mordekaiser,LeeSin,Zoe,Varus,Leona,1
6637-8605,LPL,Team WE,Victory Five,Renekton,Trundle,TwistedFate,Ezreal,Leona,Mordekaiser,Volibear,Zoe,Kalista,Nautilus,1
ESPORTSTMNT03/1441108,LCS,Evil Geniuses,100 Thieves,Hecarim,Graves,Zoe,Lucian,Yuumi,Malphite,LeeSin,Leblanc,Ezreal,Pantheon,1
6461-8530,LDL,FunPlus Phoenix Blaze,WanZhen Esports Club,Volibear,Olaf,Zoe,Ashe,Nautilus,Gnar,LeeSin,Karma,Aphelios,Braum,1
ESPORTSTMNT06/1320236,EM,SINNERS Esports,7more7 Pompa Team,Renekton,Lillia,Lucian,Syndra,Leona,Akali,Volibear,Ekko,Senna,Nautilus,0
ESPORTSTMNT03/1352544,CK,Team Dynamics,Element Mystic,Aatrox,Trundle,Leblanc,Aphelios,Galio,Darius,Elise,Tristana,Kalista,Pyke,1
ESPORTSTMNT01/1403878,LJL,Burning Core,Crest Gaming Act,MonkeyKing,Ekko,Lulu,Aphelios,Yuumi,Ornn,Sett,Kassadin,Kalista,Thresh,0
ESPORTSTMNT06/1200022,EM,LDLC OL,Defusekids,Ornn,RekSai,Syndra,Varus,Thresh,Camille,LeeSin,Orianna,Lucian,Nautilus,1
ESPORTSTMNT01/1434347,CK,ESC Shane,Jin Air Green Wings,Camille,Ekko,Jayce,Ziggs,Pantheon,Ornn,Trundle,TwistedFate,Aphelios,Thresh,0
6270-7856,LDL,WanZhen Esports Club,EDG Youth Team,Ornn,Graves,Corki,Senna,Nautilus,Aatrox,Gragas,Jayce,Ashe,Morgana,0
6064-7542,LPL,Top Esports,Team WE,Aatrox,Olaf,Neeko,Kalista,Rakan,Renekton,RekSai,Diana,Varus,Taric,1
ESPORTSTMNT02/1294235,LCK,SeolHaeOne Prince,T1,Aatrox,JarvanIV,Syndra,MissFortune,Nautilus,Camille,Gragas,Rumble,Ezreal,Braum,0
ESPORTSTMNT03/1415775,LCK,SeolHaeOne Prince,Hanwha Life Esports,Illaoi,Nidalee,Azir,Aphelios,Thresh,Mordekaiser,Olaf,Leblanc,Ezreal,Braum,1
ESPORTSTMNT03/1334912,LJL,Crest Gaming Act,V3 Esports,Sett,Sejuani,Akali,Kalista,Leona,Aatrox,Ekko,Jayce,Aphelios,Nautilus,0
ESPORTSTMNT03/1415412,CK,hyFresh Blade,OZ Gaming,Ornn,Volibear,Orianna,Ezreal,Bard,Kennen,LeeSin,Nautilus,Aphelios,Thresh,1
ESPORTSTMNT02/1386489,LCK,KT Rolster,Afreeca Freecs,Ornn,Trundle,Karma,MissFortune,Rakan,Kayle,Volibear,Orianna,Ashe,Braum,0
ESPORTSTMNT06/1270731,LCL,Dragon Army,Elements Pro Gaming,Ornn,Trundle,Azir,Ezreal,Karma,Sylas,Nocturne,Orianna,Senna,MonkeyKing,1
ESPORTSTMNT01/1313641,LCS.A,Golden Guardians Academy,Team Liquid Academy,Sett,Karthus,Ornn,Xayah,Rakan,Gangplank,Olaf,Sylas,MissFortune,Nautilus,0
ESPORTSTMNT06/1170633,LEC,Origen,Misfits Gaming,Renekton,Zac,Corki,Aphelios,Nautilus,Mordekaiser,LeeSin,Azir,MissFortune,Braum,1
ESPORTSTMNT01/1432913,BRCC,Rensga eSports,Team oNe eSports,Camille,Nidalee,Zoe,Ezreal,Bard,Jayce,Graves,Viktor,Senna,Rakan,1
6682-8834,LPL,Suning,Victory Five,Renekton,Olaf,Syndra,Ashe,Nautilus,Gangplank,Trundle,Zoe,Jhin,Leona,1
ESPORTSTMNT06/1160764,LCL,Gambit Esports,Elements Pro Gaming,Ornn,JarvanIV,Leblanc,MissFortune,Braum,Mordekaiser,LeeSin,Lulu,Aphelios,Nautilus,0
ESPORTSTMNT03/1341047,LLA,Isurus,XTEN Esports,Ornn,Kindred,Syndra,Rumble,Senna,Aatrox,Trundle,Zoe,Varus,Thresh,1
6268-7850,LDL,Rogue Warriors Shark,Bilibili Gaming Junior,Ornn,Graves,Lucian,Syndra,Thresh,Mordekaiser,Trundle,TwistedFate,MissFortune,Nautilus,1
6565-8878,LDL,Oh My Dream,WanZhen Esports Club,Akali,Ekko,Talon,Ezreal,Bard,Sylas,Olaf,Gangplank,Ashe,Thresh,0
ESPORTSTMNT02/1385401,LLA,Isurus,Azules Esports,Volibear,Sett,Leblanc,Kalista,Blitzcrank,Aatrox,LeeSin,Zoe,Aphelios,Thresh,1
ESPORTSTMNT04/1220904,TCL,İstanbul Wildcats,Galakticos,Aatrox,Graves,Azir,Aphelios,Nautilus,Ornn,LeeSin,Orianna,Ezreal,Braum,0
ESPORTSTMNT02/1284713,VCS,CERBERUS Esports,Team Flash,Ornn,JarvanIV,Zoe,Ezreal,Rumble,Fiora,RekSai,Ryze,Lucian,Braum,0
ESPORTSTMNT06/1230034,EM,K1ck Neosurf,Movistar Riders,Ornn,LeeSin,Corki,Varus,Braum,Sion,Trundle,Syndra,MissFortune,Zilean,1
ESPORTSTMNT01/1296088,CK,hyFresh Blade,Element Mystic,Sett,Nidalee,Pantheon,Aphelios,Braum,Gangplank,RekSai,Ornn,MissFortune,Bard,1
ESPORTSTMNT01/1425262,CK,OZ Gaming,Griffin,Ornn,Khazix,TwistedFate,Kalista,Nautilus,Aatrox,Ekko,Jayce,Ezreal,Bard,1
6130-7788,LPL,Invictus Gaming,FunPlus Phoenix,Jayce,LeeSin,Azir,Aphelios,Thresh,Aatrox,Trundle,TwistedFate,MissFortune,Nautilus,0
ESPORTSTMNT01/1360819,LLA,Isurus,All Knights,Ornn,Sejuani,Rumble,Varus,Nautilus,Gangplank,LeeSin,Zoe,Kalista,Thresh,0
ESPORTSTMNT02/1281549,LCS,Counter Logic Gaming,Team Liquid,Sett,Gragas,Yasuo,Kaisa,Nautilus,Mordekaiser,Sejuani,Vladimir,Varus,TahmKench,0
6332-8070,LDL,Victorious Gaming,LGD Gaming Young Team,Renekton,Nidalee,Qiyana,Kalista,Galio,Ornn,Trundle,Fizz,Aphelios,Alistar,1
ESPORTSTMNT01/1415607,PCS,Resurgence,Berjaya Dragons,Jayce,LeeSin,Syndra,Kaisa,Thresh,Ornn,Trundle,Leblanc,Jinx,TahmKench,1
ESPORTSTMNT03/1341965,CK,Jin Air Green Wings,Element Mystic,Aatrox,Olaf,Leblanc,Kalista,Thresh,Kennen,JarvanIV,Tristana,MissFortune,Bard,1
ESPORTSTMNT02/1385388,LLA,Infinity Esports,XTEN Esports,MonkeyKing,Gragas,Ekko,Ezreal,Braum,Renekton,Trundle,Corki,Syndra,Senna,1
ESPORTSTMNT05/1540149,TCL,Galakticos,Team AURORA,Camille,Evelynn,Zoe,Caitlyn,Senna,MonkeyKing,Trundle,Cassiopeia,Ezreal,Blitzcrank,1
